question_id,user_id,category,question_date,response_time_minutes,lawyer_id
615,493,Labor,2025-12-01,22.61,7
616,1830,Criminal,2025-12-07,6.16,57
617,2926,Real Estate,2025-05-28,36.69,80
618,471,Real Estate,2025-08-02,3.74,10
619,1381,Divorce,2025-04-02,12.39,22
620,341,Contracts,2025-09-09,20.76,5
621,2203,Labor,2025-12-19,11.58,76
622,760,Labor,2025-11-27,105.69,24
623,2633,Contracts,2025-05-06,25.44,15
624,2148,Immigration,2025-01-15,24.67,26
625,226,Contracts,2025-03-03,35.07,55
626,1054,Immigration,2025-05-22,11.06,18
627,2783,Immigration,2025-09-10,38.34,43
628,1040,Real Estate,2025-02-04,44.59,6
629,1990,Immigration,2025-11-03,35.69,45
630,2766,Contracts,2025-07-05,109.57,25
631,2506,Contracts,2025-10-25,15.25,16
632,2264,Divorce,2025-09-04,22.47,55
633,612,Real Estate,2025-10-17,6.18,56
634,2584,Immigration,2025-08-12,20.42,29
635,1799,Criminal,2025-05-13,23.72,64
636,433,Criminal,2025-11-18,32.54,1
637,2606,Labor,2025-12-18,24.12,45
638,240,Contracts,2025-09-01,11.05,26
639,816,Divorce,2025-12-22,35.22,50
640,102,Contracts,2025-03-03,31.46,27
641,665,Labor,2025-07-11,21.04,35
642,1591,Contracts,2025-09-20,16.05,80
643,2369,Criminal,2025-10-22,12.32,29
644,1692,Real Estate,2025-01-09,60.05,7
645,2857,Contracts,2025-05-13,42.91,62
646,413,Immigration,2025-03-25,41.71,71
647,928,Criminal,2025-10-25,23.64,34
648,34,Criminal,2025-01-30,49.02,48
649,1851,Labor,2025-03-16,28.77,5
650,2798,Real Estate,2025-06-13,22.96,8
651,445,Labor,2025-08-25,12.05,72
652,180,Divorce,2025-12-21,24.02,43
653,1855,Immigration,2025-03-11,1.85,52
654,1690,Real Estate,2025-07-02,47.82,74
655,717,Divorce,2025-03-25,10.61,1
656,1292,Real Estate,2025-01-28,13.19,38
657,969,Criminal,2025-05-20,17.79,7
658,312,Divorce,2025-07-04,12.18,56
659,6,Real Estate,2025-08-03,33.58,46
660,2596,Real Estate,2025-11-22,53.0,24
661,638,Divorce,2025-07-02,55.25,35
662,458,Real Estate,2025-01-25,20.39,73
663,1765,Labor,2025-05-29,13.93,42
664,1723,Labor,2025-05-30,50.55,67
665,2619,Divorce,2025-09-29,8.66,44
666,2116,Criminal,2025-11-24,45.72,4
667,120,Contracts,2025-02-09,34.68,77
668,964,Divorce,2025-09-21,32.8,24
669,1357,Immigration,2025-04-10,14.34,71
670,848,Divorce,2025-11-18,42.8,19
671,875,Divorce,2025-04-04,25.32,50
672,2995,Immigration,2025-02-18,43.97,18
673,2394,Immigration,2025-11-03,5.48,28
674,1889,Immigration,2025-03-27,2.74,29
675,1690,Divorce,2025-10-06,90.7,73
676,1865,Labor,2025-06-15,5.07,45
677,1321,Divorce,2025-06-11,59.39,7
678,1739,Criminal,2025-12-17,39.94,45
679,1669,Contracts,2025-06-04,43.16,26
680,934,Contracts,2025-05-19,3.5,70
681,2676,Criminal,2025-12-17,36.78,49
682,2662,Divorce,2025-12-24,24.63,18
683,1384,Contracts,2025-12-19,8.73,40
684,1372,Labor,2025-07-05,15.21,18
685,1461,Contracts,2025-02-19,21.5,47
686,1976,Immigration,2025-10-01,19.6,1
687,275,Criminal,2025-10-24,75.1,33
688,2678,Contracts,2025-06-30,18.61,39
689,69,Criminal,2025-03-15,54.04,23
690,2775,Divorce,2025-01-07,31.31,14
691,309,Contracts,2025-03-12,4.87,44
692,2195,Criminal,2025-09-23,8.04,37
693,578,Labor,2025-05-25,5.76,71
694,2556,Labor,2025-07-10,31.04,76
695,176,Real Estate,2025-09-06,36.77,37
696,2626,Contracts,2025-07-30,14.66,28
697,2249,Divorce,2025-06-24,40.73,7
698,1831,Immigration,2025-03-25,30.85,52
699,2761,Real Estate,2025-02-22,45.31,17
700,1663,Contracts,2025-04-22,31.58,62
701,1175,Labor,2025-03-21,38.56,37
702,1185,Divorce,2025-09-15,16.34,14
703,2236,Labor,2025-04-24,25.72,51
704,230,Contracts,2025-04-07,13.12,55
705,1634,Immigration,2025-10-14,76.55,57
706,1946,Divorce,2025-11-11,39.48,4
707,1205,Divorce,2025-12-20,30.2,49
708,846,Real Estate,2025-09-27,5.83,35
709,1494,Divorce,2025-09-30,52.76,53
710,427,Contracts,2025-12-31,59.8,32
711,1840,Immigration,2025-10-10,8.88,10
712,1428,Immigration,2025-12-26,23.88,62
713,478,Criminal,2025-02-28,28.14,2
714,1955,Criminal,2025-08-02,10.92,63
715,1057,Divorce,2025-08-24,17.42,76
716,750,Criminal,2025-02-09,15.64,16
717,2641,Immigration,2025-03-01,50.75,16
718,2915,Contracts,2025-03-09,70.08,3
719,514,Real Estate,2025-01-09,21.23,18
720,332,Labor,2025-09-03,35.53,42
721,1440,Labor,2025-06-28,4.79,32
722,533,Contracts,2025-06-09,58.29,50
723,2053,Real Estate,2025-12-20,36.59,49
724,2332,Contracts,2025-07-05,28.03,3
725,304,Divorce,2025-03-13,23.21,72
726,2912,Real Estate,2025-08-15,13.1,5
727,1278,Immigration,2025-11-02,50.79,57
728,867,Criminal,2025-09-25,38.35,44
729,2886,Divorce,2025-06-25,45.23,25
730,1619,Criminal,2025-03-30,26.89,70
731,2216,Divorce,2025-12-30,56.01,23
732,2054,Divorce,2025-06-05,13.99,10
733,142,Divorce,2025-01-15,65.83,10
734,375,Divorce,2025-03-02,53.65,33
735,1149,Real Estate,2025-04-24,31.09,73
736,2443,Real Estate,2025-03-07,10.94,18
737,1191,Divorce,2025-12-22,52.04,67
738,1705,Contracts,2025-03-14,13.4,74
739,1048,Divorce,2025-12-19,20.35,27
740,1707,Divorce,2025-04-27,7.55,35
741,2157,Contracts,2025-06-07,11.14,62
742,2258,Contracts,2025-03-06,28.91,18
743,2655,Divorce,2025-04-18,69.87,7
744,1226,Labor,2025-03-08,34.42,71
745,1434,Labor,2025-02-10,35.87,10
746,2845,Contracts,2025-08-06,33.71,27
747,2050,Divorce,2025-12-20,38.46,68
748,1822,Immigration,2025-02-27,41.43,76
749,2791,Criminal,2025-02-09,51.18,67
750,2814,Criminal,2025-01-10,61.32,55
751,1135,Divorce,2025-09-05,16.27,48
752,2124,Divorce,2025-08-09,48.91,67
753,2260,Divorce,2025-01-22,70.67,26
754,1977,Criminal,2025-04-11,18.19,40
755,1257,Criminal,2025-02-25,12.16,71
756,2235,Contracts,2025-01-17,53.18,46
757,1299,Real Estate,2025-12-04,67.23,74
758,2358,Contracts,2025-09-20,19.92,67
759,888,Contracts,2025-10-31,60.86,11
760,211,Labor,2025-01-31,60.41,51
761,2399,Immigration,2025-08-29,22.16,32
762,1825,Contracts,2025-03-02,15.18,72
763,2370,Contracts,2025-05-10,16.76,20
764,207,Contracts,2025-01-23,29.39,5
765,1114,Contracts,2025-02-03,13.9,41
766,2706,Real Estate,2025-06-04,10.45,13
767,65,Labor,2025-12-08,15.6,75
768,2464,Criminal,2025-01-06,49.63,3
769,1023,Immigration,2025-02-19,24.27,15
770,1924,Divorce,2025-03-05,13.19,56
771,1316,Criminal,2025-11-05,29.95,43
772,2525,Labor,2025-04-16,33.1,74
773,2043,Contracts,2025-10-28,9.12,67
774,1465,Criminal,2025-04-13,1.93,46
775,370,Contracts,2025-04-05,4.93,48
776,2721,Immigration,2025-12-10,17.7,78
777,2791,Real Estate,2025-06-29,59.83,36
778,2702,Real Estate,2025-01-15,71.7,23
779,432,Immigration,2025-02-16,4.19,55
780,2287,Immigration,2025-03-16,36.21,55
781,293,Labor,2025-05-23,13.21,54
782,2285,Immigration,2025-10-24,14.9,65
783,2693,Criminal,2025-06-28,19.28,51
784,1842,Real Estate,2025-06-30,16.73,32
785,701,Immigration,2025-03-24,14.32,20
786,1750,Labor,2025-09-14,44.83,36
787,325,Labor,2025-11-10,24.98,32
788,2470,Labor,2025-05-04,19.38,57
789,430,Criminal,2025-09-16,14.52,29
790,354,Immigration,2025-10-19,48.62,46
791,1679,Criminal,2025-02-04,11.38,35
792,1520,Labor,2025-02-20,11.37,79
793,293,Divorce,2025-10-24,20.53,74
794,2843,Immigration,2025-01-08,51.31,52
795,2672,Immigration,2025-09-28,67.44,15
796,1281,Criminal,2025-04-22,22.78,51
797,1437,Criminal,2025-04-09,12.17,31
798,381,Divorce,2025-05-25,72.59,75
799,1224,Criminal,2025-03-29,91.66,16
800,225,Criminal,2025-10-03,33.57,36
801,903,Immigration,2025-01-03,59.88,39
802,1821,Real Estate,2025-02-20,14.88,11
803,671,Divorce,2025-04-20,12.42,20
804,1318,Real Estate,2025-09-16,26.96,56
805,2568,Immigration,2025-12-29,24.62,42
806,607,Divorce,2025-09-01,76.43,47
807,2725,Divorce,2025-07-07,18.96,6
808,443,Divorce,2025-12-24,22.62,35
809,2767,Criminal,2025-10-29,40.73,8
810,182,Labor,2025-04-05,38.6,71
811,442,Contracts,2025-08-14,8.55,37
812,2656,Labor,2025-12-11,49.31,50
813,1306,Criminal,2025-02-24,14.32,16
814,944,Criminal,2025-04-03,66.67,9
815,267,Contracts,2025-07-01,31.93,75
816,2978,Criminal,2025-07-14,25.24,60
817,801,Divorce,2025-08-06,79.02,51
818,2513,Real Estate,2025-04-20,10.46,46
819,993,Real Estate,2025-09-21,7.96,71
820,1410,Divorce,2025-04-27,59.89,12
821,2556,Labor,2025-07-28,52.25,64
822,2161,Real Estate,2025-02-27,84.68,21
823,2180,Divorce,2025-06-10,55.51,5
824,925,Labor,2025-03-05,29.63,6
825,2026,Immigration,2025-08-27,14.76,43
826,1775,Real Estate,2025-02-26,38.38,26
827,875,Divorce,2025-09-24,18.11,54
828,2151,Real Estate,2025-03-11,6.23,3
829,682,Real Estate,2025-09-11,12.22,11
830,1970,Real Estate,2025-07-04,13.79,25
831,2114,Contracts,2025-12-27,35.53,12
832,2183,Labor,2025-05-28,5.75,65
833,57,Real Estate,2025-10-13,6.9,4
834,1326,Divorce,2025-01-21,16.25,52
835,790,Contracts,2025-02-12,12.79,65
836,907,Criminal,2025-06-17,29.76,70
837,1953,Criminal,2025-09-10,18.7,34
838,694,Labor,2025-03-01,19.66,16
839,1684,Divorce,2025-07-17,44.5,75
840,2947,Contracts,2025-05-26,49.69,14
841,2674,Divorce,2025-08-22,14.19,74
842,466,Contracts,2025-11-04,35.96,61
843,1024,Immigration,2025-06-09,11.39,53
844,1466,Immigration,2025-12-18,43.49,58
845,27,Immigration,2025-08-16,9.97,63
846,772,Contracts,2025-04-26,52.65,13
847,1408,Criminal,2025-10-11,3.21,45
848,2368,Immigration,2025-07-28,10.59,55
849,219,Labor,2025-05-29,16.0,33
850,1878,Labor,2025-08-08,19.08,62
851,1194,Divorce,2025-04-07,8.48,39
852,1437,Contracts,2025-02-05,14.94,13
853,1616,Immigration,2025-09-01,20.76,73
854,2467,Contracts,2025-12-14,3.33,13
855,2654,Real Estate,2025-07-08,31.14,16
856,1999,Labor,2025-04-02,31.58,54
857,2117,Contracts,2025-01-07,51.9,30
858,1311,Divorce,2025-12-12,112.12,39
859,2731,Immigration,2025-09-09,10.52,64
860,2509,Criminal,2025-12-11,58.69,70
861,1003,Immigration,2025-02-23,7.09,12
862,149,Criminal,2025-07-22,19.61,2
863,1902,Labor,2025-08-13,32.39,33
864,1759,Immigration,2025-09-25,32.21,15
865,2241,Labor,2025-12-04,50.22,52
866,1741,Real Estate,2025-12-13,17.7,35
867,162,Labor,2025-02-13,26.65,38
868,1981,Contracts,2025-03-03,28.6,80
869,1572,Contracts,2025-03-15,65.59,42
870,1482,Contracts,2025-07-22,24.27,7
871,2790,Contracts,2025-07-25,17.19,56
872,553,Real Estate,2025-12-22,45.35,5
873,2210,Labor,2025-10-30,24.16,40
874,2201,Labor,2025-02-22,51.53,61
875,321,Labor,2025-03-28,51.47,65
876,380,Real Estate,2025-02-03,4.31,66
877,2811,Real Estate,2025-07-06,105.23,68
878,2838,Contracts,2025-04-12,7.66,65
879,1724,Immigration,2025-06-23,28.32,42
880,1814,Real Estate,2025-04-13,14.43,35
881,701,Real Estate,2025-11-01,13.58,66
882,1150,Divorce,2025-07-26,9.75,25
883,2800,Contracts,2025-03-04,47.02,6
884,2989,Contracts,2025-04-30,18.25,8
885,1224,Divorce,2025-08-06,57.17,35
886,1249,Labor,2025-09-13,17.75,53
887,581,Immigration,2025-05-23,17.45,19
888,1546,Divorce,2026-01-01,10.97,9
889,1803,Divorce,2025-10-25,22.07,33
890,1270,Immigration,2025-10-31,3.28,8
891,2014,Immigration,2025-05-20,55.78,38
892,412,Divorce,2025-11-26,32.48,32
893,1797,Real Estate,2025-07-24,24.79,23
894,1548,Divorce,2025-07-02,3.62,34
895,2604,Criminal,2025-09-01,11.73,46
896,2669,Divorce,2025-12-08,2.37,32
897,349,Labor,2025-11-05,8.43,1
898,989,Labor,2025-07-27,22.83,7
899,1821,Immigration,2025-09-06,33.8,24
900,1486,Labor,2025-09-19,11.57,2
