session_id,user_id,session_date,session_duration_sec,pages_viewed
890,2186,2025-02-22,551,9
891,2991,2025-10-21,262,3
892,843,2025-12-12,475,4
893,2318,2025-03-01,310,11
894,396,2025-04-27,263,4
895,2961,2025-09-18,529,4
896,2512,2025-01-02,1179,8
897,450,2025-01-23,191,4
898,1355,2025-01-07,717,8
899,1987,2025-05-06,382,7
900,1309,2025-01-24,366,5
901,1298,2025-08-30,1144,6
902,2068,2025-07-06,790,5
903,2287,2025-07-16,242,5
904,1294,2025-03-18,486,6
905,2466,2025-04-02,518,6
906,1850,2025-01-19,278,5
907,186,2025-10-11,517,9
908,1234,2026-01-01,311,6
909,1438,2025-12-02,401,10
910,253,2025-08-03,213,4
911,19,2025-04-25,545,3
912,2760,2025-06-14,331,7
913,1160,2025-05-08,823,6
914,223,2025-08-02,355,9
915,3,2025-06-13,822,5
916,1260,2025-05-19,319,9
917,854,2025-02-09,327,8
918,1489,2025-10-20,607,4
919,228,2025-07-10,257,7
920,2961,2025-03-03,410,9
921,1678,2025-09-15,261,8
922,499,2025-12-11,1011,2
923,2569,2025-01-27,786,6
924,2750,2025-04-02,417,6
925,1886,2025-04-25,330,3
926,2965,2025-09-22,214,9
927,2016,2025-01-24,302,6
928,1163,2025-07-25,464,3
929,1300,2025-02-05,203,4
930,2339,2025-08-27,566,7
931,1077,2025-05-25,711,9
932,715,2025-06-09,617,6
933,948,2025-06-17,270,8
934,2696,2025-02-14,640,3
935,2732,2025-10-11,442,6
936,870,2025-08-22,626,5
937,1071,2025-01-05,650,6
938,94,2025-07-08,669,6
939,2988,2025-04-13,325,4
940,560,2025-05-30,823,7
941,1776,2025-10-16,279,13
942,2261,2025-06-05,204,7
943,436,2025-11-15,373,5
944,852,2025-05-05,248,5
945,2556,2025-08-26,522,3
946,2884,2025-07-08,302,4
947,2699,2025-10-30,517,8
948,205,2025-09-10,335,9
949,2429,2025-04-11,517,5
950,1100,2025-10-07,570,6
951,77,2025-05-06,310,1
952,816,2025-03-19,567,5
953,768,2025-01-04,120,6
954,2458,2025-07-29,141,7
955,106,2025-01-13,338,6
956,2599,2025-04-30,421,6
957,2874,2025-10-05,366,6
958,2136,2025-06-27,538,8
959,1747,2025-11-22,425,7
960,2929,2025-12-22,434,5
961,1466,2025-01-05,277,4
962,2588,2025-06-21,614,12
963,245,2025-01-01,365,8
964,2626,2025-12-03,753,3
965,1406,2025-07-12,512,8
966,982,2025-06-07,329,6
967,2765,2025-02-23,902,7
968,1737,2025-04-16,276,5
969,142,2025-09-29,320,4
970,893,2025-05-02,400,4
971,1392,2025-08-03,361,11
972,2400,2025-09-09,989,8
973,545,2025-01-31,256,5
974,2961,2025-03-14,270,8
975,2200,2025-12-31,384,8
976,1470,2025-05-24,177,5
977,2701,2025-02-17,674,6
978,763,2025-01-23,731,8
979,624,2025-04-29,519,9
980,656,2025-09-24,380,5
981,2498,2025-07-31,341,2
982,2769,2025-12-25,359,6
983,1248,2025-07-10,543,6
984,43,2025-08-23,480,11
985,2312,2025-02-13,158,6
986,1027,2025-10-25,493,5
987,1661,2025-02-18,234,9
988,1292,2025-09-16,300,4
989,596,2025-03-10,118,4
990,1013,2025-11-23,299,8
991,2225,2025-07-21,874,12
992,2111,2025-02-08,430,5
993,958,2025-10-31,107,4
994,561,2025-10-18,224,9
995,1331,2025-02-01,551,3
996,1313,2025-08-11,476,9
997,1822,2025-12-06,290,8
998,1551,2025-03-08,260,5
999,850,2025-05-02,250,5
1000,1279,2025-05-30,325,4
1001,2652,2025-05-14,452,9
1002,1534,2025-06-11,452,4
1003,1815,2025-07-21,235,6
1004,1742,2025-12-25,770,6
1005,606,2025-06-17,460,4
1006,2878,2025-06-12,220,8
1007,1487,2025-08-20,91,5
1008,1295,2025-05-20,756,6
1009,746,2025-04-30,595,5
1010,558,2025-02-08,209,5
1011,2112,2025-04-14,355,6
1012,942,2025-03-11,705,4
1013,2297,2025-10-27,638,4
1014,1270,2025-02-25,544,5
1015,940,2025-03-21,439,7
1016,1611,2025-02-24,240,6
1017,2205,2025-03-26,344,5
1018,2783,2025-08-19,392,2
1019,1726,2025-08-27,519,6
1020,985,2025-06-10,602,3
1021,1588,2025-07-28,263,6
1022,1337,2025-03-03,421,6
1023,1875,2025-10-02,701,4
1024,662,2025-07-03,638,6
1025,33,2025-04-17,794,6
1026,1817,2025-08-20,431,9
1027,2606,2025-06-07,301,5
1028,2121,2025-08-26,548,7
1029,1890,2025-05-16,279,6
1030,2873,2025-03-03,252,9
1031,1157,2025-02-16,717,6
1032,61,2025-03-22,225,3
1033,1544,2025-12-18,423,4
1034,272,2025-06-05,121,9
1035,2294,2025-12-27,804,10
1036,1200,2025-12-23,236,2
1037,2676,2025-11-05,639,3
1038,1807,2025-01-21,274,4
1039,2753,2025-04-21,527,7
1040,2710,2025-06-17,207,8
1041,1155,2025-03-17,418,7
1042,1126,2025-02-16,343,9
1043,310,2025-12-31,212,6
1044,1316,2025-05-08,578,9
1045,1746,2025-07-02,636,5
1046,2543,2025-07-22,414,5
1047,338,2025-09-20,150,9
1048,2627,2025-01-26,149,7
1049,10,2025-12-13,174,12
1050,49,2025-06-03,484,3
1051,1511,2025-05-14,235,6
1052,2671,2025-03-31,865,4
1053,1345,2025-01-16,161,9
1054,731,2025-07-27,309,5
1055,795,2025-08-20,624,8
1056,1649,2025-10-12,727,10
1057,133,2025-10-09,420,7
1058,2131,2025-05-08,317,5
1059,2105,2025-02-18,534,3
1060,376,2025-08-25,298,8
1061,2397,2025-02-22,151,10
1062,271,2025-03-13,327,5
1063,1507,2025-03-04,271,8
1064,2159,2025-01-07,684,8
1065,2917,2025-02-01,187,5
1066,2935,2025-04-24,193,4
1067,76,2025-03-08,252,4
1068,1957,2025-04-12,338,7
1069,1667,2025-07-25,913,4
1070,329,2025-07-10,279,5
1071,2170,2025-12-18,511,6
1072,41,2025-11-19,390,6
1073,1191,2025-11-27,441,10
1074,2970,2025-02-13,486,3
1075,2690,2025-10-26,723,4
1076,2327,2025-10-28,264,6
1077,2811,2025-05-13,330,8
1078,2517,2025-02-08,569,3
1079,2057,2025-01-12,452,3
1080,13,2025-02-03,104,8
1081,924,2025-04-12,178,1
1082,2971,2025-11-27,485,7
1083,1843,2025-08-16,214,5
1084,1233,2025-03-07,266,5
1085,1215,2025-02-17,509,10
1086,653,2025-06-19,720,7
1087,1704,2025-03-04,811,8
1088,621,2025-01-22,350,10
1089,1963,2025-08-25,575,8
1090,1646,2025-01-26,610,7
1091,2244,2025-03-28,291,6
1092,417,2025-10-21,549,6
1093,664,2025-08-10,529,3
1094,1779,2025-07-22,506,4
1095,1380,2025-09-12,507,5
1096,148,2025-01-16,724,7
1097,2046,2025-07-15,139,5
1098,1389,2025-12-16,322,7
1099,2412,2025-08-07,706,7
1100,1726,2025-03-30,154,7
1101,402,2025-07-01,121,2
1102,2654,2025-04-20,184,5
1103,1516,2025-04-06,705,4
1104,2032,2025-05-21,442,6
1105,229,2025-05-24,734,12
1106,1599,2025-08-17,353,9
1107,2585,2025-03-18,598,5
1108,268,2025-01-18,395,7
1109,1429,2025-11-11,518,5
1110,1817,2025-11-14,223,8
1111,1035,2025-11-12,452,3
1112,1344,2025-05-06,474,3
1113,126,2025-11-28,496,5
1114,2354,2025-06-01,1120,11
1115,1726,2025-09-13,527,10
1116,1113,2025-07-30,958,6
1117,2676,2025-10-09,236,3
1118,1376,2025-09-03,387,4
1119,689,2025-02-01,100,7
1120,1281,2025-02-14,94,7
1121,1233,2025-05-24,195,9
1122,281,2025-07-16,279,4
1123,443,2025-03-12,844,10
1124,1864,2025-08-03,781,4
1125,837,2025-04-13,465,6
1126,389,2025-11-26,280,5
1127,617,2025-09-27,249,7
1128,147,2025-05-08,407,6
1129,521,2025-11-19,556,8
1130,630,2025-10-06,711,5
1131,2482,2025-01-10,578,6
1132,2192,2025-07-15,128,7
1133,289,2026-01-01,328,6
1134,1410,2025-07-03,157,9
1135,14,2025-09-03,541,4
1136,257,2025-10-06,700,4
1137,1722,2025-09-06,422,3
1138,1424,2025-06-26,426,6
1139,1231,2025-10-17,201,7
1140,858,2025-09-15,546,8
1141,2991,2025-06-14,764,5
1142,1196,2025-07-18,512,4
1143,464,2025-05-19,357,8
1144,270,2025-04-03,629,7
1145,1245,2025-01-14,395,12
1146,2671,2025-06-13,951,11
1147,1207,2025-11-02,282,8
1148,72,2025-04-23,226,11
1149,1307,2025-01-16,465,5
1150,2122,2025-05-24,399,7
1151,2403,2025-01-30,917,5
1152,1751,2025-08-30,253,9
1153,497,2025-09-29,277,9
1154,988,2025-07-03,93,7
1155,2628,2025-10-27,622,10
1156,910,2025-04-30,385,3
1157,373,2025-03-23,291,5
1158,362,2025-02-21,445,3
1159,2141,2025-05-07,654,6
1160,1345,2025-12-03,745,11
1161,324,2025-05-04,529,9
1162,2432,2025-05-17,236,3
1163,575,2025-10-01,230,5
1164,736,2025-01-29,550,5
1165,2785,2025-04-23,251,3
1166,2394,2025-10-22,477,7
1167,1216,2025-07-18,460,8
1168,1696,2025-07-01,161,5
1169,1908,2025-03-30,327,4
1170,719,2025-04-01,76,6
1171,781,2025-05-02,335,8
1172,1020,2025-10-31,785,2
1173,1404,2025-06-12,402,8
1174,1427,2025-12-24,253,9
1175,664,2025-07-03,800,4
1176,1773,2025-10-30,317,5
1177,2648,2025-01-15,422,8
1178,11,2025-12-27,542,7
1179,2235,2025-12-25,640,9
1180,2774,2025-06-30,802,2
1181,1039,2025-10-18,355,9
1182,2826,2025-10-16,324,10
1183,2459,2025-03-14,484,5
1184,585,2025-10-16,583,5
1185,1076,2025-04-07,481,3
1186,2625,2025-09-10,296,5
1187,1375,2025-10-05,828,5
1188,1452,2025-06-08,533,3
1189,1855,2025-03-31,979,8
1190,1790,2025-09-09,1106,8
1191,743,2025-01-20,179,5
1192,1777,2025-02-16,441,7
1193,204,2025-01-29,267,7
1194,1077,2025-04-30,484,4
1195,974,2025-11-05,273,6
1196,2988,2025-04-23,163,12
1197,1399,2025-01-11,649,8
1198,1866,2025-09-27,686,7
1199,1300,2025-09-02,444,1
1200,1055,2025-01-01,516,11
1201,1159,2025-06-19,946,7
1202,105,2025-11-11,118,7
1203,253,2025-04-14,214,4
1204,295,2025-03-08,525,8
1205,2716,2025-06-24,176,7
1206,1182,2025-04-01,166,2
1207,549,2025-06-15,287,6
1208,2679,2025-01-31,327,5
1209,1778,2025-01-12,217,4
1210,299,2025-03-17,484,6
1211,1749,2025-10-28,383,6
1212,1844,2025-12-27,300,6
1213,101,2025-03-14,1188,6
1214,2380,2025-02-26,201,1
1215,2884,2025-09-27,274,1
1216,1775,2025-07-06,355,10
1217,2441,2025-02-07,533,7
1218,874,2025-07-11,700,7
1219,2429,2025-12-27,138,2
1220,92,2025-12-06,675,8
1221,447,2025-07-22,168,6
1222,109,2025-10-28,356,7
1223,317,2025-02-21,518,7
1224,1836,2025-06-22,964,7
1225,1944,2025-06-04,388,3
1226,1459,2025-06-15,276,4
1227,442,2025-03-11,378,5
1228,2266,2025-03-22,397,6
1229,1246,2025-08-12,462,4
1230,2721,2025-11-24,1320,7
1231,1552,2025-09-07,443,7
1232,278,2025-11-29,109,5
1233,569,2025-06-12,575,7
1234,1010,2025-03-31,449,7
1235,2923,2025-12-29,413,10
1236,2514,2025-10-15,752,3
1237,839,2025-12-22,672,5
1238,2802,2025-11-11,194,3
1239,1608,2025-07-02,367,6
1240,2886,2025-04-25,159,5
1241,30,2025-12-07,140,7
1242,2407,2025-10-29,186,5
1243,1943,2025-03-31,476,5
1244,2134,2025-07-13,627,6
1245,1258,2025-06-07,639,4
1246,2795,2025-12-19,385,8
1247,2361,2025-05-31,210,8
1248,365,2025-03-07,265,7
1249,1801,2025-04-01,579,5
1250,1823,2025-01-01,122,7
1251,1863,2025-12-26,439,3
1252,905,2025-10-21,177,6
1253,698,2025-07-20,474,5
1254,2179,2025-10-18,583,12
1255,2851,2025-01-17,273,6
1256,2837,2025-04-04,143,4
1257,1856,2025-11-05,326,4
1258,351,2025-06-12,398,3
1259,180,2025-11-10,225,8
1260,1504,2025-04-24,417,5
1261,1187,2025-11-24,684,4
1262,1807,2025-10-17,928,7
1263,774,2025-02-23,284,3
1264,510,2025-09-12,768,8
1265,365,2025-03-14,557,5
1266,353,2025-06-19,686,6
1267,2848,2025-02-09,543,10
1268,1107,2025-05-02,991,5
1269,1249,2025-06-27,193,5
1270,412,2025-06-13,406,7
1271,735,2025-03-27,245,2
1272,118,2025-11-22,436,7
1273,482,2025-02-15,674,6
1274,192,2025-12-29,329,6
1275,2639,2025-12-10,785,7
1276,2638,2025-11-24,665,8
1277,2707,2025-06-21,390,6
1278,107,2025-08-17,153,7
1279,382,2025-01-06,384,7
1280,783,2025-05-16,1127,6
1281,2438,2025-04-18,560,7
1282,244,2025-05-08,545,5
1283,2633,2025-12-21,121,4
1284,2917,2025-02-04,727,6
1285,468,2025-06-29,1149,9
1286,866,2025-05-12,579,6
1287,2982,2025-02-25,343,3
1288,1562,2025-01-01,339,8
1289,1234,2025-01-25,743,7
1290,604,2025-07-17,422,6
1291,1661,2025-08-13,615,6
1292,1097,2025-08-03,758,4
1293,2016,2025-03-27,246,8
1294,1659,2025-07-31,368,8
1295,1734,2025-09-10,266,8
1296,1614,2025-07-13,441,4
1297,860,2025-06-29,141,6
1298,1880,2025-10-07,513,7
1299,1277,2025-07-12,479,6
1300,13,2025-02-21,338,6
1301,2347,2025-09-03,488,5
1302,1100,2025-10-23,414,6
1303,1075,2025-11-30,294,6
1304,787,2025-12-18,458,6
1305,149,2025-04-26,271,6
1306,1755,2025-03-25,432,7
1307,2170,2025-08-20,145,7
1308,1304,2025-02-07,410,4
1309,2586,2025-01-18,367,12
1310,1180,2025-05-31,659,3
1311,2424,2025-01-11,391,5
1312,82,2025-06-13,195,6
1313,492,2025-05-14,105,4
1314,2404,2025-02-23,655,5
1315,2026,2025-02-07,267,7
1316,925,2025-06-25,509,5
1317,1297,2025-03-29,317,9
1318,1604,2025-07-12,338,4
1319,1597,2025-03-24,273,6
1320,123,2025-02-08,178,9
1321,708,2025-10-08,259,6
1322,2378,2025-02-17,566,3
1323,991,2025-06-23,410,5
1324,2371,2025-11-01,462,5
1325,2818,2025-11-11,290,4
1326,2041,2025-09-05,322,6
1327,2481,2025-12-27,302,9
1328,710,2025-01-16,472,8
1329,794,2025-08-09,542,4
1330,712,2025-12-01,288,9
1331,2587,2025-03-26,431,7
1332,2649,2025-11-07,300,6
1333,1718,2025-08-11,242,4
1334,257,2025-03-22,979,7
1335,1213,2025-01-28,249,5
1336,871,2025-02-21,414,7
1337,2947,2025-06-19,405,6
1338,1732,2025-04-16,305,10
1339,809,2025-04-08,275,6
1340,2725,2025-07-29,212,5
1341,271,2025-12-23,932,5
1342,1544,2025-10-11,542,8
1343,550,2025-10-04,850,6
1344,1138,2025-05-16,514,6
1345,568,2025-12-05,817,3
1346,359,2025-05-25,485,8
1347,1674,2025-06-02,239,3
1348,1638,2025-05-02,411,8
1349,1358,2025-02-19,416,4
1350,1713,2025-01-26,387,7
1351,1363,2025-07-21,614,8
1352,798,2025-10-20,561,5
1353,1285,2025-10-09,441,7
1354,887,2025-09-09,1019,4
1355,1759,2025-03-20,491,7
1356,1223,2025-01-28,126,7
1357,2259,2025-07-04,245,8
1358,287,2025-01-02,308,8
1359,1716,2025-08-07,703,9
1360,1786,2025-02-14,496,5
1361,743,2025-05-31,552,4
1362,1506,2025-12-05,253,7
1363,2041,2025-11-17,393,4
1364,1047,2025-11-04,360,7
1365,296,2025-09-03,906,5
1366,2054,2025-04-13,281,6
1367,2598,2025-02-19,478,5
1368,681,2025-01-14,208,7
1369,1892,2025-04-16,250,7
1370,795,2025-03-29,634,11
1371,203,2025-11-23,321,6
1372,325,2025-05-30,158,4
1373,2873,2025-02-11,289,8
1374,2292,2025-08-31,510,4
1375,327,2025-03-01,389,5
1376,987,2025-06-07,229,5
1377,761,2025-07-23,358,4
1378,1037,2025-08-30,249,11
1379,907,2025-09-08,197,6
1380,1404,2025-12-05,306,8
1381,365,2025-05-16,274,8
1382,1245,2025-02-16,247,6
1383,2121,2025-11-25,316,5
1384,1649,2025-10-06,447,7
1385,1070,2025-07-18,275,5
1386,274,2025-04-05,562,4
1387,2256,2025-07-09,223,6
1388,1953,2025-07-15,150,6
1389,1885,2025-07-09,433,4
1390,124,2025-04-06,451,6
1391,1353,2025-08-17,796,5
1392,2591,2025-01-23,1288,9
1393,1692,2025-05-15,156,2
1394,2108,2025-08-14,255,5
1395,2947,2025-08-27,486,5
1396,2934,2025-05-15,137,5
1397,2830,2025-04-26,529,8
1398,442,2025-05-18,816,3
1399,1241,2025-10-16,279,2
1400,911,2025-02-01,276,6
1401,1026,2025-03-19,379,8
1402,1560,2025-12-23,409,5
1403,1742,2025-12-08,524,8
1404,2880,2025-02-19,165,12
1405,1735,2025-02-13,633,4
1406,626,2025-12-09,472,5
1407,1691,2025-06-26,490,4
1408,998,2025-10-05,332,6
1409,2782,2025-07-31,363,4
1410,91,2025-10-29,433,10
1411,2215,2025-04-27,240,7
1412,207,2025-10-11,59,7
1413,1089,2025-02-01,312,7
1414,1912,2025-07-18,147,10
1415,516,2025-09-25,223,7
1416,1181,2025-08-03,350,11
1417,1793,2025-10-02,516,9
1418,2795,2025-12-18,906,4
1419,2354,2025-09-01,613,8
1420,1902,2025-10-21,264,1
1421,2006,2025-05-01,151,3
1422,395,2025-09-01,326,4
1423,1098,2025-06-03,674,7
1424,187,2025-02-10,681,6
1425,1598,2025-07-22,764,7
1426,1592,2026-01-01,551,4
1427,2671,2025-01-18,173,7
1428,730,2025-09-15,330,5
1429,240,2025-10-20,258,6
1430,2581,2025-09-22,460,8
1431,141,2025-10-20,783,9
1432,139,2025-12-13,763,6
1433,2507,2025-11-14,163,5
1434,70,2025-03-17,468,9
1435,385,2025-03-03,536,8
1436,630,2025-08-18,352,3
1437,2246,2025-03-30,364,4
1438,205,2025-03-27,186,8
1439,1750,2025-04-19,473,5
1440,568,2025-04-09,332,7
1441,982,2025-03-06,269,9
1442,805,2025-01-22,483,5
1443,1711,2025-08-05,289,3
1444,2907,2025-02-10,496,9
1445,882,2025-12-16,394,10
1446,2036,2025-08-11,240,3
1447,974,2025-04-14,486,3
1448,640,2025-11-18,774,7
1449,1455,2025-03-17,608,4
1450,325,2025-11-01,382,9
1451,442,2025-05-13,359,5
1452,804,2025-06-13,384,5
1453,2336,2025-02-04,269,9
1454,226,2025-02-14,584,6
1455,1088,2025-07-18,348,3
1456,967,2025-10-12,454,7
1457,2986,2025-07-23,807,4
1458,560,2025-10-10,401,11
1459,714,2025-06-16,465,7
1460,498,2025-05-22,540,6
1461,2897,2025-09-24,529,7
1462,2974,2025-08-23,433,4
1463,2108,2025-01-07,439,11
1464,257,2025-12-25,249,3
1465,577,2025-11-16,570,3
1466,2287,2025-10-28,391,5
1467,38,2025-09-25,373,7
1468,2073,2025-08-03,236,5
1469,410,2025-02-27,252,3
1470,461,2025-08-01,491,8
1471,1441,2025-03-18,843,6
1472,2405,2025-03-17,152,10
1473,383,2025-10-18,317,6
1474,1833,2025-10-29,207,9
1475,569,2025-10-26,612,10
1476,1072,2025-02-21,205,8
1477,433,2025-02-24,248,4
1478,56,2025-10-16,336,6
1479,2625,2025-02-21,887,6
1480,2316,2025-05-27,391,5
1481,2117,2025-10-02,449,5
1482,1752,2025-06-26,488,5
1483,2048,2025-07-30,330,6
1484,902,2025-05-16,123,12
1485,1625,2025-07-16,573,5
1486,2841,2025-12-02,249,5
1487,257,2025-09-06,814,5
1488,672,2025-10-20,201,5
1489,490,2025-11-08,344,6
1490,2794,2025-08-31,367,3
1491,2097,2025-01-20,427,7
1492,1683,2025-03-30,451,13
1493,316,2025-05-22,137,7
1494,2461,2025-07-26,345,7
1495,434,2025-03-15,306,8
1496,1026,2025-11-13,216,7
1497,1976,2025-11-08,608,7
1498,1980,2025-12-15,618,5
1499,1390,2025-12-22,297,8
1500,420,2025-07-25,528,5
1501,1597,2025-01-20,791,7
1502,1585,2025-07-22,347,5
1503,844,2025-06-19,453,5
1504,1468,2025-12-20,239,8
1505,2964,2025-05-02,120,3
1506,434,2025-01-26,665,3
1507,2691,2025-09-01,112,11
1508,1579,2025-05-18,278,7
1509,2105,2025-07-10,352,5
1510,964,2025-01-11,180,5
1511,977,2025-06-22,469,4
1512,46,2025-06-05,533,3
1513,1194,2025-06-09,461,3
1514,417,2025-05-24,442,7
1515,848,2025-09-09,370,4
1516,2187,2025-12-23,330,4
1517,247,2025-12-17,664,1
1518,230,2025-02-20,623,8
1519,792,2025-04-27,225,5
1520,637,2025-03-10,290,6
1521,2422,2025-06-03,567,4
1522,738,2025-08-15,485,5
1523,1089,2025-06-14,377,6
1524,88,2025-05-18,194,4
1525,713,2025-08-02,411,4
1526,1750,2025-11-06,292,5
1527,1228,2025-11-27,133,6
1528,1937,2025-02-15,1082,6
1529,1406,2025-04-07,94,3
1530,601,2025-08-15,220,5
1531,1500,2025-04-19,671,7
1532,2587,2025-07-28,769,7
1533,214,2025-09-06,447,11
1534,2122,2025-09-22,430,4
1535,2109,2025-07-11,283,7
1536,698,2025-01-29,523,6
1537,1243,2025-09-21,588,6
1538,2060,2025-03-23,827,6
1539,2862,2025-02-03,176,2
1540,2080,2025-06-09,303,10
1541,1184,2025-12-30,214,7
1542,1001,2025-09-17,361,3
1543,237,2025-07-26,528,3
1544,1205,2025-03-11,431,11
1545,2606,2025-09-26,397,7
1546,1482,2025-10-19,191,5
1547,1104,2025-01-15,145,4
1548,647,2025-03-30,510,8
1549,2868,2025-04-09,278,8
1550,473,2025-04-13,343,10
1551,112,2025-01-30,287,8
1552,1846,2025-05-08,163,7
1553,1655,2025-01-17,452,6
1554,383,2025-08-22,492,6
1555,17,2025-01-26,661,6
1556,493,2025-07-04,288,5
1557,2974,2025-12-27,291,6
1558,1897,2025-04-12,221,7
1559,1510,2025-05-21,592,9
1560,117,2025-07-08,524,6
1561,1579,2025-08-26,144,3
1562,880,2025-09-16,473,4
1563,2163,2025-07-23,675,6
1564,1819,2025-11-22,339,6
1565,1573,2025-03-05,175,4
1566,2862,2025-12-15,790,6
1567,1649,2025-01-16,270,4
1568,644,2025-05-04,144,11
1569,1360,2025-07-10,220,7
1570,336,2025-09-08,331,4
1571,2970,2025-11-01,289,4
1572,147,2025-08-17,398,8
1573,122,2025-04-01,442,6
1574,81,2025-08-31,385,9
1575,2733,2025-10-28,314,6
1576,2710,2025-10-10,228,9
1577,2423,2025-06-29,251,7
1578,2111,2025-06-26,471,7
1579,504,2025-03-25,409,9
1580,668,2025-05-13,687,9
1581,2497,2025-12-19,351,7
1582,2916,2025-02-16,310,6
1583,1445,2025-05-26,219,4
1584,1346,2025-01-15,545,6
1585,2728,2025-07-17,538,5
1586,1190,2025-01-26,837,6
1587,1621,2025-03-25,497,4
1588,1981,2025-10-20,509,5
1589,1673,2025-04-20,679,7
1590,2509,2025-04-24,358,13
1591,459,2025-11-28,583,6
1592,1213,2025-04-26,953,9
1593,464,2025-12-13,624,10
1594,912,2025-04-16,260,6
1595,2427,2025-05-18,246,7
1596,1026,2025-11-30,326,7
1597,2412,2025-07-29,397,1
1598,72,2025-09-20,306,6
1599,1451,2025-01-11,475,5
1600,2686,2025-12-16,222,3
1601,1194,2025-01-05,365,7
1602,1849,2025-08-31,206,6
1603,2385,2025-03-09,640,5
1604,2023,2025-11-28,184,7
1605,2243,2025-03-30,202,4
1606,1012,2025-11-04,658,11
1607,653,2025-01-05,509,7
1608,1299,2025-04-25,338,6
1609,7,2025-05-10,426,7
1610,905,2025-11-08,356,5
1611,2029,2025-06-06,517,6
1612,2614,2025-12-31,131,4
1613,616,2025-12-30,513,6
1614,1874,2025-11-26,286,5
1615,2621,2025-05-21,970,4
1616,2647,2025-08-05,211,7
1617,770,2025-07-12,576,5
1618,2290,2025-06-28,377,4
1619,1567,2025-08-24,155,6
1620,1486,2025-05-10,735,5
1621,1441,2025-04-22,600,2
1622,766,2025-08-27,651,4
1623,384,2025-06-04,1136,6
1624,2439,2025-12-13,323,7
1625,2944,2025-09-24,528,4
1626,688,2025-11-16,487,6
1627,1150,2025-07-23,106,4
1628,47,2025-10-27,90,8
1629,1973,2025-02-22,383,6
1630,2667,2025-01-04,655,5
1631,464,2025-09-19,743,10
1632,1873,2025-12-06,715,3
1633,123,2025-07-11,98,3
1634,2182,2025-10-15,815,7
1635,1643,2025-11-28,466,13
1636,841,2025-11-01,151,3
1637,1586,2025-11-08,281,7
1638,2897,2025-05-25,1116,4
1639,2655,2025-06-02,169,7
1640,1804,2025-12-17,346,10
1641,23,2025-02-25,589,5
1642,566,2025-09-04,564,6
1643,1910,2025-02-02,647,6
1644,2814,2025-06-22,421,3
1645,965,2025-05-22,905,5
1646,2283,2025-11-24,209,8
1647,996,2025-06-16,229,6
1648,1188,2025-05-22,256,6
1649,1795,2025-05-14,805,7
1650,826,2025-12-02,553,6
1651,216,2025-12-31,224,4
1652,657,2025-11-30,347,6
1653,2983,2025-06-02,517,7
1654,1114,2025-04-07,366,6
1655,1988,2025-03-18,76,6
1656,311,2025-09-22,808,10
1657,557,2025-05-04,274,7
1658,2305,2025-01-30,696,5
1659,2581,2025-11-04,506,6
1660,1557,2025-07-26,394,8
1661,52,2025-12-05,142,7
1662,1362,2025-06-13,490,7
1663,1195,2025-12-15,922,5
1664,1649,2025-03-13,329,7
1665,2348,2025-01-14,419,6
1666,672,2025-12-02,208,8
1667,778,2025-09-12,184,8
1668,832,2025-06-01,380,3
1669,2280,2025-05-13,352,10
1670,1861,2025-08-03,419,8
1671,1530,2025-07-27,184,7
1672,2076,2025-07-18,472,5
1673,1973,2025-01-19,235,6
1674,1075,2025-10-26,445,4
1675,1717,2025-12-29,400,4
1676,1284,2025-10-20,149,9
1677,591,2025-04-08,734,5
1678,2833,2025-06-25,678,6
1679,2668,2026-01-01,760,7
1680,1987,2025-04-24,314,5
1681,2634,2025-12-18,223,5
1682,1002,2025-10-01,600,5
1683,2232,2025-11-23,581,5
1684,1047,2025-09-01,996,7
1685,2177,2025-12-10,210,5
1686,2339,2025-07-03,703,6
1687,1856,2025-09-17,315,6
1688,501,2025-06-03,323,8
1689,2234,2025-03-29,718,3
1690,479,2025-12-03,662,3
1691,1595,2025-10-13,369,7
1692,2540,2025-04-03,323,5
1693,513,2025-05-31,343,6
1694,2515,2025-02-19,652,3
1695,2333,2025-08-30,589,4
1696,601,2025-03-07,475,6
1697,1441,2025-05-13,258,8
1698,1124,2025-10-14,341,7
1699,189,2025-04-04,467,9
1700,989,2025-12-15,219,3
1701,2938,2025-06-21,794,5
1702,1882,2025-12-02,132,7
1703,388,2025-02-15,763,8
1704,2289,2025-04-24,388,5
1705,1806,2025-07-01,821,8
1706,2034,2025-04-25,267,7
1707,1755,2025-06-07,742,11
1708,2465,2025-08-04,736,10
1709,2224,2025-06-19,607,5
1710,387,2025-07-10,470,5
1711,1495,2025-05-14,388,3
1712,853,2025-10-27,455,7
1713,2711,2025-05-31,631,4
1714,452,2025-08-26,844,9
1715,2325,2025-03-02,643,6
1716,1759,2025-08-29,960,4
1717,213,2025-01-28,552,7
1718,41,2025-11-21,259,3
1719,1146,2025-10-26,255,8
1720,2342,2025-10-25,216,4
1721,600,2025-11-14,178,5
1722,2025,2025-02-06,274,5
1723,2589,2025-08-30,463,13
1724,2031,2025-04-10,679,6
1725,1783,2025-09-14,654,7
1726,1852,2025-03-03,841,3
1727,2499,2025-12-15,804,9
1728,1780,2025-07-15,108,11
1729,2838,2025-09-29,424,2
1730,2382,2025-06-02,627,3
1731,1905,2025-07-31,248,5
1732,2939,2025-01-28,268,9
1733,2092,2025-03-19,310,6
1734,144,2025-03-12,41,6
